"latitude","longitude","acc"
"41.383544","2.1430862","16"
"41.3736473","2.1475847","16"
"41.3880425","2.200667","16"
"41.4006383","2.2051655","16"
"41.419532","2.1592808","16"
"41.3673494","2.1898706","16"
"41.3574527","2.1763751","16"
"41.3691488","2.1574814","16"
"41.4123344","2.164679","16"
"41.3700485","2.155682","16"
"41.4114347","2.1520832","16"
"41.4069362","2.1853721","16"
"41.410535","2.2222598","16"
"41.383544","2.1385877","16"
"41.3961398","2.1115967","16"
"41.383544","2.1970682","16"
"41.3772461","2.1862718","16"
"41.4042371","2.1493841","16"
"41.3709482","2.1889709","16"
"41.4231308","2.119694","16"
"41.4186323","2.218661","16"
"41.4114347","2.2222598","16"
"41.3898419","2.1448856","16"
"41.4033374","2.1844724","16"
"41.3052701","2.1034994","16"
"41.3871428","2.1925697","16"
"41.3727476","2.1529829","16"
"41.3727476","2.1898706","16"
"41.4096353","2.1421865","16"
"41.4168329","2.1502838","16"
"41.3934407","2.1700772","16"
"41.4168329","2.1511835","16"
"41.3898419","2.1754754","16"
"41.4159332","2.1421865","16"
"41.3997386","2.2132628","16"
"41.3853434","2.1907703","16"
"41.3952401","2.1691775","16"
"41.3628509","2.1583811","16"
"41.3961398","2.1727763","16"
"41.4276293","2.1772748","16"
"41.3817446","2.1565817","16"
"41.4114347","2.155682","16"
"41.4294287","2.1439859","16"
"41.3700485","2.1583811","16"
"41.3781458","2.1538826","16"
"41.3997386","2.1475847","16"
"41.3988389","2.1484844","16"
"41.3781458","2.1664784","16"
"41.4267296","2.2195607","16"
"41.3907416","2.110697","16"
"41.3736473","2.1754754","16"
"41.3637506","2.1565817","16"
"41.4141338","2.1745757","16"
"41.4042371","2.1601805","16"
"41.3934407","2.1502838","16"
"41.4321278","2.1682778","16"
"41.3844437","2.1277913","16"
"41.3763464","2.1664784","16"
"41.3979392","2.2051655","16"
"41.3934407","2.146685","16"
"41.3673494","2.128691","16"
"41.3898419","2.1898706","16"
"41.3646503","2.1583811","15"
"41.3637506","2.1637793","15"
"41.3790455","2.1664784","15"
"41.3997386","2.2123631","15"
"41.4114347","2.1313901","15"
"41.4132341","2.2249589","15"
"41.3961398","2.1871715","15"
"41.3808449","2.0432195","15"
"41.410535","2.227658","15"
"41.4150335","2.1493841","15"
"41.4114347","2.1709769","15"
"41.3826443","2.1601805","15"
"41.4024377","2.1898706","15"
"41.3880425","2.1475847","15"
"41.3682491","2.2024664","15"
"41.4060365","2.155682","15"
"41.3160665","2.1367883","15"
"41.3727476","2.1727763","15"
"41.3754467","2.0972015","15"
"41.3889422","2.1331895","15"
"41.4078359","2.1322898","15"
"41.3853434","2.1475847","15"
"41.4096353","2.1367883","15"
"41.3853434","2.1592808","15"
"41.419532","2.1277913","15"
"41.3700485","2.1817733","15"
"41.4096353","2.1340892","15"
"41.4150335","2.1484844","15"
"41.4024377","2.1232928","15"
"41.374547","2.1610802","15"
"41.3952401","2.1763751","15"
"41.3952401","2.1439859","15"
"41.3754467","2.1592808","15"
"41.4114347","2.1727763","15"
"41.3907416","2.1214934","15"
"41.3916413","2.1592808","15"
"41.392541","2.1763751","15"
"41.3781458","2.1718766","15"
"41.4051368","2.173676","15"
"41.383544","2.1871715","15"
"41.3916413","2.155682","15"
"41.401538","2.1574814","15"
"41.3646503","2.164679","15"
"41.4033374","2.1160952","15"
"41.3934407","2.1448856","15"
"41.3889422","2.1943691","15"
"41.4006383","2.1583811","15"
"41.3970395","2.1628796","15"
"41.4006383","2.1655787","15"
"41.36555","2.1583811","15"
"41.36555","2.1655787","15"
"41.3799452","2.1430862","15"
"41.3727476","2.1844724","15"
"41.3700485","2.1898706","15"
"41.3727476","2.1331895","15"
"41.3754467","2.1340892","15"
"41.3781458","2.1304904","15"
"41.3997386","2.1628796","15"
"41.3709482","2.1313901","15"
"41.3871428","2.1205937","15"
"41.4240305","2.2348556","15"
"41.419532","2.128691","15"
"41.3844437","2.1907703","15"
"41.3628509","2.1610802","15"
"41.401538","2.1592808","15"
"41.3808449","2.0684111","15"
"41.3970395","2.1520832","15"
"41.3673494","2.0711102","15"
"41.4042371","2.1718766","15"
"41.4141338","2.19167","15"
"41.4069362","2.182673","15"
"41.3682491","2.164679","15"
"41.4096353","2.2267583","15"
"41.3790455","2.1781745","15"
"41.4006383","2.1700772","15"
"41.4051368","2.1583811","15"
"41.401538","2.1790742","15"
"41.3853434","2.1340892","15"
"41.4051368","2.1880712","15"
"41.356553","2.1205937","15"
"41.3898419","2.1484844","15"
"41.3700485","2.1889709","15"
"41.4069362","2.1160952","15"
"41.419532","2.1178946","14"
"41.3943404","2.1673781","14"
"41.419532","2.1673781","14"
"41.3952401","2.164679","14"
"41.3763464","2.1673781","14"
"41.374547","2.1835727","14"
"41.3970395","2.1664784","14"
"41.3673494","2.1889709","14"
"41.4186323","2.1529829","14"
"41.4168329","2.155682","14"
"41.3844437","2.200667","14"
"41.4357266","2.146685","14"
"41.3799452","2.155682","14"
"41.356553","2.1529829","14"
"41.3583524","2.128691","14"
"41.3889422","2.0954021","14"
"41.4150335","2.1349889","14"
"41.3754467","2.1385877","14"
"41.4042371","2.1871715","14"
"41.3826443","2.0414201","14"
"41.302571","2.128691","14"
"41.410535","2.1637793","14"
"41.3916413","2.173676","14"
"41.392541","2.1529829","14"
"41.3988389","2.1943691","14"
"41.4096353","2.2168616","14"
"41.4051368","2.1925697","14"
"41.3628509","2.1619799","14"
"41.3826443","2.1223931","14"
"41.3709482","2.1754754","14"
"41.3727476","2.1754754","14"
"41.3943404","2.1538826","14"
"41.4123344","2.2222598","14"
"41.4150335","2.1907703","14"
"41.4078359","2.1925697","14"
"41.36555","2.1493841","14"
"41.4060365","2.1628796","14"
"41.410535","2.1448856","14"
"41.383544","2.1619799","14"
"41.3970395","2.1817733","14"
"41.3763464","2.1619799","14"
"41.3637506","2.1601805","14"
"41.3862431","2.1169949","14"
"41.3889422","2.1601805","14"
"41.401538","2.2150622","14"
"41.3889422","2.1961685","14"
"41.4033374","2.1835727","14"
"41.3997386","2.1817733","14"
"41.4123344","2.2195607","14"
"41.302571","2.0756087","14"
"41.4087356","2.164679","14"
"41.3358599","2.1709769","14"
"41.4294287","2.1610802","14"
"41.3952401","2.1772748","14"
"41.3907416","2.200667","14"
"41.419532","2.1628796","14"
"41.3979392","2.1700772","14"
"41.392541","2.1565817","14"
"41.3934407","2.1484844","14"
"41.3817446","2.0432195","14"
"41.3997386","2.2051655","14"
"41.3952401","2.0342225","14"
"41.3889422","2.1484844","14"
"41.3790455","2.1412868","14"
"41.3853434","2.1421865","14"
"41.4114347","2.1277913","14"
"41.3772461","2.1637793","14"
"41.3727476","2.1772748","14"
"41.4132341","2.1772748","14"
"41.4096353","2.1430862","14"
"41.3979392","2.2087643","14"
"41.3736473","2.1790742","14"
"41.4024377","2.1862718","14"
"41.3709482","2.1862718","14"
"41.3943404","2.1817733","14"
"41.3880425","2.155682","14"
"41.3907416","2.1880712","14"
"41.4114347","2.1979679","14"
"41.3250635","2.128691","14"
"41.3907416","2.1448856","14"
"41.3799452","2.0675114","14"
"41.4114347","2.1601805","14"
"41.4303284","2.1889709","14"
"41.329562","2.1034994","14"
"41.383544","2.1088976","14"
"41.3853434","2.1169949","14"
"41.3988389","2.1727763","14"
"41.4123344","2.2231595","14"
"41.4096353","2.1448856","14"
"41.3304617","2.092703","13"
"41.410535","2.1700772","13"
"41.3673494","2.1502838","13"
"41.3871428","2.1223931","13"
"41.401538","2.1862718","13"
"41.3880425","2.0981012","13"
"41.4060365","2.1538826","13"
"41.401538","2.1727763","13"
"41.3943404","2.182673","13"
"41.3907416","2.1079979","13"
"41.3556533","2.1349889","13"
"41.3781458","2.1394874","13"
"41.4051368","2.1529829","13"
"41.3907416","2.1313901","13"
"41.4069362","2.2258586","13"
"41.4087356","2.1727763","13"
"41.3889422","2.1259919","13"
"41.3736473","2.1331895","13"
"41.3898419","2.1250922","13"
"41.3682491","2.1655787","13"
"41.3754467","2.1205937","13"
"41.3052701","2.1017","13"
"41.3844437","2.1008003","13"
"41.3844437","2.1628796","13"
"41.383544","2.164679","13"
"41.3862431","2.1502838","13"
"41.4150335","2.0981012","13"
"41.3727476","2.182673","13"
"41.4204317","2.1205937","13"
"41.3934407","2.1808736","13"
"41.4069362","2.2015667","13"
"41.4168329","2.1313901","13"
"41.4222311","2.1673781","13"
"41.3808449","2.1538826","13"
"41.3907416","2.2051655","13"
"41.3943404","2.1133961","13"
"41.374547","2.1664784","13"
"41.4033374","2.1988676","13"
"41.311568","2.0351222","13"
"41.4078359","2.1907703","13"
"41.4006383","2.1538826","13"
"41.4123344","2.2060652","13"
"41.3898419","2.1799739","13"
"41.3574527","2.1574814","13"
"41.3673494","2.1745757","13"
"41.3754467","2.1655787","13"
"41.3970395","2.1745757","13"
"41.419532","2.1817733","13"
"41.3673494","2.1700772","13"
"41.4078359","2.2123631","13"
"41.3979392","2.1619799","13"
"41.3718479","2.1574814","13"
"41.3664497","2.1547823","13"
"41.4132341","2.1754754","13"
"41.3853434","2.1529829","13"
"41.3844437","2.1979679","13"
"41.4213314","2.2249589","13"
"41.4024377","2.1754754","13"
"41.4060365","2.19167","13"
"41.4042371","2.1592808","13"
"41.3682491","2.1349889","13"
"41.3691488","2.1727763","13"
"41.4087356","2.2087643","13"
"41.4024377","2.1574814","13"
"41.419532","2.2213601","13"
"41.3952401","2.19167","13"
"41.4141338","2.0549156","13"
"41.3898419","2.1475847","13"
"41.4339272","2.1601805","13"
"41.3070695","2.1070982","13"
"41.3682491","2.1547823","13"
"41.3889422","2.155682","13"
"41.3997386","2.1709769","13"
"41.3727476","2.1853721","13"
"41.3853434","2.1412868","13"
"41.3943404","2.1799739","13"
"41.3916413","2.2024664","13"
"41.3601518","2.1565817","13"
"41.3808449","2.1961685","13"
"41.3880425","2.1070982","13"
"41.392541","2.2033661","13"
"41.4114347","2.1637793","13"
"41.374547","2.164679","13"
"41.4321278","2.2384544","13"
"41.3952401","2.1898706","13"
"41.4114347","2.19167","13"
"41.4069362","2.1484844","13"
"41.3736473","2.1340892","13"
"41.3916413","2.1862718","13"
"41.410535","2.1403871","13"
"41.4132341","2.1961685","13"
"41.3934407","2.2078646","13"
"41.3754467","2.1628796","13"
"41.3889422","2.1349889","13"
"41.3664497","2.2231595","13"
"41.3736473","2.1691775","13"
"41.3709482","2.1682778","13"
"41.3952401","2.1538826","13"
"41.3961398","2.1520832","13"
"41.4033374","2.1304904","13"
"41.3691488","2.1214934","13"
"41.3034707","2.1061985","12"
"41.3943404","2.1745757","12"
"41.3943404","2.1565817","12"
"41.3718479","2.1529829","12"
"41.3772461","2.1448856","12"
"41.3682491","2.1394874","12"
"41.3646503","2.1331895","12"
"41.4141338","2.1061985","12"
"41.3052701","2.0846057","12"
"41.3844437","2.1448856","12"
"41.3799452","2.0972015","12"
"41.4024377","2.1844724","12"
"41.4132341","2.1943691","12"
"41.3889422","2.1547823","12"
"41.3799452","2.1601805","12"
"41.3880425","2.1943691","12"
"41.3907416","2.1781745","12"
"41.3718479","2.1772748","12"
"41.419532","2.1340892","12"
"41.3916413","2.1790742","12"
"41.4096353","2.1403871","12"
"41.4087356","2.110697","12"
"41.3034707","2.0765084","12"
"41.4024377","2.1934694","12"
"41.3367596","2.0972015","12"
"41.3754467","2.1610802","12"
"41.36555","2.1457853","12"
"41.3988389","2.1835727","12"
"41.383544","2.1070982","12"
"41.3916413","2.2033661","12"
"41.3988389","2.1844724","12"
"41.4159332","2.1943691","12"
"41.3808449","2.1439859","12"
"41.3862431","2.1223931","12"
"41.3493554","2.0738093","12"
"41.3871428","2.1601805","12"
"41.3889422","2.1034994","12"
"41.4060365","2.1754754","12"
"41.3898419","2.1574814","12"
"41.4150335","2.1295907","12"
"41.401538","2.200667","12"
"41.3889422","2.1610802","12"
"41.4033374","2.2024664","12"
"41.3979392","2.1601805","12"
"41.4042371","2.218661","12"
"41.4132341","2.1898706","12"
"41.3889422","2.1952688","12"
"41.3466563","2.1691775","12"
"41.374547","2.1439859","12"
"41.4087356","2.1709769","12"
"41.3871428","2.128691","12"
"41.36555","2.1511835","12"
"41.4330275","2.2393541","12"
"41.3403584","2.0360219","12"
"41.3934407","2.1664784","12"
"41.383544","2.1592808","12"
"41.3160665","2.0819066","12"
"41.3574527","2.0693108","12"
"41.4141338","2.1997673","12"
"41.3781458","2.1619799","12"
"41.3952401","2.2024664","12"
"41.3880425","2.1619799","12"
"41.3583524","2.1592808","12"
"41.4141338","2.1250922","12"
"41.3700485","2.1565817","12"
"41.3718479","2.0738093","12"
"41.401538","2.1475847","12"
"41.4024377","2.1403871","12"
"41.3871428","2.1133961","12"
"41.3673494","2.1394874","12"
"41.4006383","2.1763751","12"
"41.4312281","2.1313901","12"
"41.3934407","2.1493841","12"
"41.3961398","2.1853721","12"
"41.4339272","2.1475847","12"
"41.4060365","2.2069649","12"
"41.4096353","2.1475847","12"
"41.4132341","2.1547823","12"
"41.4204317","2.1520832","12"
"41.3754467","2.1439859","12"
"41.3844437","2.1619799","12"
"41.4150335","2.1160952","12"
"41.4069362","2.1925697","12"
"41.4204317","2.1970682","12"
"41.3646503","2.1349889","12"
"41.4078359","2.1961685","12"
"41.4051368","2.2150622","12"
"41.3754467","2.1574814","12"
"41.3754467","2.1538826","12"
"41.3763464","2.173676","12"
"41.3691488","2.1889709","12"
"41.3763464","2.1421865","12"
"41.3997386","2.164679","12"
"41.3691488","2.0828063","12"
"41.3763464","2.1628796","12"
"41.3889422","2.1709769","12"
"41.401538","2.1853721","12"
"41.3916413","2.1871715","12"
"41.3754467","2.146685","12"
"41.4141338","2.1070982","12"
"41.4114347","2.1448856","12"
"41.4321278","2.1601805","12"
"41.3979392","2.1898706","12"
"41.3763464","2.1475847","12"
"41.4132341","2.1493841","12"
"41.3691488","2.1583811","12"
"41.3907416","2.1538826","12"
"41.4258299","2.2348556","12"
"41.3979392","2.1232928","12"
"41.4096353","2.1943691","12"
"41.3673494","2.1637793","12"
"41.36555","2.1295907","11"
"41.3754467","2.155682","11"
"41.3457566","2.1079979","11"
"41.3979392","2.1664784","11"
"41.4276293","2.1862718","11"
"41.4321278","2.1655787","11"
"41.3583524","2.155682","11"
"41.4033374","2.1385877","11"
"41.3106683","2.0486177","11"
"41.3619512","2.1709769","11"
"41.4096353","2.2204604","11"
"41.3421578","2.0333228","11"
"41.3673494","2.1439859","11"
"41.3727476","2.1682778","11"
"41.3709482","2.1619799","11"
"41.3673494","2.1754754","11"
"41.3979392","2.1259919","11"
"41.3961398","2.1637793","11"
"41.3637506","2.1538826","11"
"41.4006383","2.1979679","11"
"41.3727476","2.1808736","11"
"41.4159332","2.1745757","11"
"41.4069362","2.1997673","11"
"41.4141338","2.1052988","11"
"41.4006383","2.119694","11"
"41.383544","2.1610802","11"
"41.4051368","2.218661","11"
"41.3097686","2.0468183","11"
"41.3700485","2.1700772","11"
"41.383544","2.1943691","11"
"41.4024377","2.1008003","11"
"41.4006383","2.1745757","11"
"41.3439572","2.0369216","11"
"41.4132341","2.1628796","11"
"41.4087356","2.1988676","11"
"41.3997386","2.2024664","11"
"41.3880425","2.1151955","11"
"41.3880425","2.1601805","11"
"41.3898419","2.1997673","11"
"41.3682491","2.1619799","11"
"41.4042371","2.1340892","11"
"41.3997386","2.1907703","11"
"41.392541","2.1124964","11"
"41.3673494","2.1619799","11"
"41.3871428","2.1529829","11"
"41.3889422","2.1403871","11"
"41.3880425","2.1313901","11"
"41.392541","2.1808736","11"
"41.4267296","2.1817733","11"
"41.3691488","2.155682","11"
"41.4006383","2.1637793","11"
"41.3943404","2.1772748","11"
"41.3637506","2.1340892","11"
"41.3997386","2.2069649","11"
"41.3898419","2.1358886","11"
"41.3763464","2.1637793","11"
"41.3826443","2.1115967","11"
"41.3862431","2.1421865","11"
"41.4267296","2.2339559","11"
"41.3826443","2.1907703","11"
"41.3961398","2.1880712","11"
"41.3781458","2.1817733","11"
"41.4276293","2.1898706","11"
"41.3979392","2.1673781","11"
"41.3871428","2.1214934","11"
"41.3817446","2.1385877","11"
"41.3808449","2.1412868","11"
"41.4231308","2.2060652","11"
"41.4132341","2.1061985","11"
"41.3646503","2.1619799","11"
"41.4123344","2.1880712","11"
"41.3736473","2.1799739","11"
"41.4177326","2.1538826","11"
"41.3466563","2.0675114","11"
"41.3997386","2.173676","11"
"41.3952401","2.1907703","11"
"41.3934407","2.1853721","11"
"41.3664497","2.1511835","11"
"41.3790455","2.1493841","11"
"41.3700485","2.1853721","11"
"41.4132341","2.146685","11"
"41.3916413","2.1907703","11"
"41.3547536","2.1259919","11"
"41.3844437","2.1880712","11"
"41.3718479","2.1322898","11"
"41.4312281","2.2150622","11"
"41.3907416","2.137688","11"
"41.3772461","2.0945024","11"
"41.4186323","2.1997673","11"
"41.4069362","2.2141625","11"
"41.3916413","2.1691775","11"
"41.4168329","2.2204604","11"
"41.347556","2.0666117","11"
"41.4267296","2.1871715","11"
"41.3709482","2.164679","11"
"41.3853434","2.1187943","11"
"41.3718479","2.1484844","11"
"41.4258299","2.1583811","11"
"41.4186323","2.1115967","10"
"41.4078359","2.1880712","10"
"41.3853434","2.1619799","10"
"41.3691488","2.1457853","10"
"41.4366263","2.1682778","10"
"41.3592521","2.0684111","10"
"41.3997386","2.1538826","10"
"41.4330275","2.1655787","10"
"41.419532","2.0972015","10"
"41.3889422","2.1169949","10"
"41.383544","2.1925697","10"
"41.3700485","2.1304904","10"
"41.4060365","2.2123631","10"
"41.3988389","2.1232928","10"
"41.3196653","2.1403871","10"
"41.3592521","2.1304904","10"
"41.4312281","2.2141625","10"
"41.383544","2.1979679","10"
"41.3880425","2.1493841","10"
"41.3808449","2.1394874","10"
"41.3637506","2.1430862","10"
"41.3709482","2.1547823","10"
"41.3934407","2.1862718","10"
"41.3700485","2.1619799","10"
"41.3673494","2.19167","10"
"41.3898419","2.1745757","10"
"41.3718479","2.1313901","10"
"41.36555","2.1709769","10"
"41.401538","2.1700772","10"
"41.4087356","2.209664","10"
"41.3799452","2.19167","10"
"41.4150335","2.1808736","10"
"41.3880425","2.19167","10"
"41.3763464","2.1538826","10"
"41.3889422","2.1304904","10"
"41.3988389","2.1187943","10"
"41.4141338","2.2285577","10"
"41.4258299","2.1241925","10"
"41.3691488","2.1367883","10"
"41.4096353","2.2231595","10"
"41.401538","2.1763751","10"
"41.3736473","2.1718766","10"
"41.4024377","2.1142958","10"
"41.3889422","2.128691","10"
"41.3997386","2.1961685","10"
"41.4231308","2.1178946","10"
"41.3808449","2.1421865","10"
"41.3871428","2.1331895","10"
"41.3988389","2.1223931","10"
"41.419532","2.2078646","10"
"41.4141338","2.1934694","10"
"41.401538","2.2033661","10"
"41.419532","2.1664784","10"
"41.3997386","2.1763751","10"
"41.3601518","2.1097973","10"
"41.4267296","2.1610802","10"
"41.3970395","2.1691775","10"
"41.3898419","2.1592808","10"
"41.3736473","2.1817733","10"
"41.4078359","2.1862718","10"
"41.4069362","2.1592808","10"
"41.3556533","2.1538826","10"
"41.3988389","2.1682778","10"
"41.401538","2.1277913","10"
"41.338559","2.0423198","10"
"41.3781458","2.1637793","10"
"41.3826443","2.1097973","10"
"41.4051368","2.1610802","10"
"41.4159332","2.1340892","10"
"41.3682491","2.1502838","10"
"41.3871428","2.2015667","10"
"41.3700485","2.1673781","10"
"41.4078359","2.1889709","10"
"41.410535","2.1880712","10"
"41.4024377","2.1664784","10"
"41.4096353","2.2213601","10"
"41.3763464","2.1187943","10"
"41.4096353","2.2159619","10"
"41.4222311","2.1214934","10"
"41.3952401","2.1880712","10"
"41.4006383","2.1232928","10"
"41.419532","2.2222598","10"
"41.3691488","2.173676","10"
"41.4204317","2.1673781","10"
"41.3538539","2.1529829","10"
"41.3070695","2.1079979","10"
"41.4087356","2.2159619","10"
"41.3889422","2.1142958","10"
"41.3952401","2.1520832","10"
"41.4339272","2.1898706","10"
"41.374547","2.1340892","10"
"41.4078359","2.2150622","10"
"41.3673494","2.1709769","10"
"41.4168329","2.128691","10"
"41.3988389","2.1601805","10"
"41.36555","2.1619799","10"
"41.3673494","2.1628796","10"
"41.4096353","2.1781745","10"
"41.4051368","2.1628796","10"
"41.3718479","2.1637793","10"
"41.4348269","2.1421865","10"
"41.3718479","2.1664784","10"
"41.3556533","2.1367883","10"
"41.4006383","2.1862718","10"
"41.401538","2.19167","10"
"41.3628509","2.1808736","10"
"41.3826443","2.1610802","10"
"41.3718479","2.137688","10"
"41.3736473","2.1610802","10"
"41.3034707","2.074709","10"
"41.4060365","2.2222598","10"
"41.3754467","2.1844724","10"
"41.3286623","2.0864051","10"
"41.4060365","2.1502838","10"
"41.4186323","2.1160952","10"
"41.3754467","2.137688","10"
"41.4186323","2.1583811","10"
"41.3790455","2.1610802","10"
"41.383544","2.0765084","10"
"41.4024377","2.2159619","10"
"41.4204317","2.2015667","10"
"41.3871428","2.1367883","10"
"41.4042371","2.2177613","10"
"41.3700485","2.1763751","10"
"41.3709482","2.155682","10"
"41.3961398","2.137688","10"
"41.3961398","2.1133961","10"
"41.3781458","2.1457853","10"
"41.3844437","2.1502838","10"
"41.3790455","2.1934694","10"
"41.3790455","2.1601805","10"
"41.3934407","2.1817733","10"
"41.3907416","2.1358886","10"
"41.3754467","2.1475847","10"
"41.3934407","2.1142958","10"
"41.3880425","2.1439859","10"
"41.3808449","2.1259919","10"
"41.3988389","2.1718766","10"
"41.3943404","2.1763751","10"
"41.3718479","2.1619799","10"
"41.3727476","2.1871715","10"
"41.3862431","2.0756087","10"
"41.3934407","2.1970682","10"
"41.3943404","2.1385877","10"
"41.419532","2.1349889","10"
"41.4186323","2.1241925","10"
"41.36555","2.146685","10"
"41.3907416","2.1889709","10"
"41.4069362","2.1862718","10"
"41.3916413","2.1754754","10"
"41.3781458","2.1673781","10"
"41.3880425","2.1322898","10"
"41.4006383","2.1439859","10"
"41.3718479","2.182673","10"
"41.3970395","2.1241925","10"
"41.392541","2.1943691","10"
"41.3043704","2.1223931","10"
"41.4051368","2.2195607","10"
"41.3241638","2.1304904","10"
"41.3763464","2.1520832","10"
"41.3718479","2.1898706","10"
"41.3052701","2.0738093","10"
"41.3961398","2.200667","10"
"41.4141338","2.1331895","10"
"41.3907416","2.1403871","10"
"41.3547536","2.1367883","10"
"41.3970395","2.2087643","9"
"41.3970395","2.1889709","9"
"41.4348269","2.1808736","9"
"41.4060365","2.1952688","9"
"41.3898419","2.1538826","9"
"41.3817446","2.0801072","9"
"41.3763464","2.1169949","9"
"41.4186323","2.1799739","9"
"41.4024377","2.1502838","9"
"41.3682491","2.1691775","9"
"41.3988389","2.1898706","9"
"41.3988389","2.1979679","9"
"41.410535","2.1835727","9"
"41.3907416","2.1367883","9"
"41.3862431","2.137688","9"
"41.4006383","2.164679","9"
"41.392541","2.2042658","9"
"41.4051368","2.1727763","9"
"41.4249302","2.1799739","9"
"41.3286623","2.1250922","9"
"41.4060365","2.1583811","9"
"41.4150335","2.2231595","9"
"41.3844437","2.1394874","9"
"41.3871428","2.2033661","9"
"41.4051368","2.146685","9"
"41.3916413","2.1610802","9"
"41.4150335","2.1817733","9"
"41.4249302","2.1349889","9"
"41.3997386","2.1205937","9"
"41.401538","2.1601805","9"
"41.3808449","2.1907703","9"
"41.3673494","2.1493841","9"
"41.3790455","2.155682","9"
"41.4114347","2.1718766","9"
"41.4069362","2.2213601","9"
"41.4024377","2.1655787","9"
"41.3997386","2.2033661","9"
"41.4159332","2.1547823","9"
"41.3547536","2.1133961","9"
"41.4078359","2.2141625","9"
"41.3592521","2.1070982","9"
"41.4150335","2.2294574","9"
"41.3646503","2.1808736","9"
"41.3754467","2.1871715","9"
"41.4087356","2.2168616","9"
"41.4123344","2.1412868","9"
"41.3907416","2.1979679","9"
"41.3547536","2.1754754","9"
"41.4294287","2.2357553","9"
"41.4204317","2.1862718","9"
"41.3781458","2.1601805","9"
"41.36555","2.1187943","9"
"41.401538","2.1151955","9"
"41.4132341","2.1844724","9"
"41.3718479","2.1754754","9"
"41.4078359","2.1601805","9"
"41.3682491","2.1673781","9"
"41.3826443","2.047718","9"
"41.3700485","2.1610802","9"
"41.3889422","2.1448856","9"
"41.3700485","2.1691775","9"
"41.4159332","2.2267583","9"
"41.4321278","2.1088976","9"
"41.3979392","2.182673","9"
"41.4141338","2.128691","9"
"41.3826443","2.1619799","9"
"41.356553","2.1259919","9"
"41.4024377","2.1520832","9"
"41.3790455","2.1844724","9"
"41.4078359","2.1763751","9"
"41.356553","2.1565817","9"
"41.3898419","2.1511835","9"
"41.3772461","2.1610802","9"
"41.3862431","2.1925697","9"
"41.4213314","2.1277913","9"
"41.3646503","2.1340892","9"
"41.4312281","2.1025997","9"
"41.4204317","2.1214934","9"
"41.3907416","2.182673","9"
"41.311568","2.1943691","9"
"41.3718479","2.1538826","9"
"41.4078359","2.1988676","9"
"41.3700485","2.0864051","9"
"41.3754467","2.1529829","9"
"41.3871428","2.1277913","9"
"41.3781458","2.0684111","9"
"41.3916413","2.1997673","9"
"41.4204317","2.2330562","9"
"41.3898419","2.1601805","9"
"41.401538","2.1970682","9"
"41.392541","2.1484844","9"
"41.3826443","2.1574814","9"
"41.4060365","2.1619799","9"
"41.4078359","2.2258586","9"
"41.4060365","2.1313901","9"
"41.4114347","2.1970682","9"
"41.3907416","2.1790742","9"
"41.374547","2.1988676","9"
"41.4078359","2.19167","9"
"41.3988389","2.1772748","9"
"41.4087356","2.1610802","9"
"41.4132341","2.1340892","9"
"41.4141338","2.182673","9"
"41.36555","2.1601805","9"
"41.3502551","2.0828063","9"
"41.3808449","2.1601805","9"
"41.4024377","2.1772748","9"
"41.4033374","2.1970682","9"
"41.3772461","2.1493841","9"
"41.3646503","2.1385877","9"
"41.4186323","2.2033661","9"
"41.3961398","2.164679","9"
"41.3871428","2.1889709","9"
"41.3934407","2.1997673","9"
"41.3790455","2.1088976","9"
"41.3898419","2.0999006","9"
"41.3961398","2.2051655","9"
"41.4213314","2.1862718","9"
"41.401538","2.1520832","9"
"41.4114347","2.1574814","9"
"41.392541","2.1979679","9"
"41.3754467","2.1637793","9"
"41.4114347","2.1889709","9"
"41.383544","2.1547823","9"
"41.3637506","2.182673","9"
"41.3700485","2.1025997","9"
"41.3916413","2.1520832","9"
"41.3061698","2.1061985","9"
"41.3277626","2.092703","9"
"41.3781458","2.1493841","9"
"41.4006383","2.1961685","9"
"41.4024377","2.1511835","9"
"41.3862431","2.1304904","9"
"41.4159332","2.1304904","9"
"41.3988389","2.1817733","9"
"41.3880425","2.1178946","9"
"41.4303284","2.1313901","9"
"41.392541","2.2015667","9"
"41.3709482","2.1898706","9"
"41.347556","2.0441192","9"
"41.3709482","2.173676","9"
"41.3943404","2.1367883","9"
"41.3898419","2.1934694","9"
"41.3988389","2.1808736","9"
"41.3862431","2.0432195","9"
"41.3898419","2.1394874","9"
"41.4078359","2.2060652","9"
"41.401538","2.1439859","9"
"41.4078359","2.1133961","9"
"41.3889422","2.1889709","9"
"41.4087356","2.1889709","9"
"41.3979392","2.1718766","9"
"41.4114347","2.1043991","9"
"41.4150335","2.1322898","9"
"41.3898419","2.1628796","9"
"41.392541","2.1538826","9"
"41.3556533","2.0702105","9"
"41.4024377","2.1853721","9"
"41.3862431","2.1997673","9"
"41.4096353","2.2177613","9"
"41.4159332","2.2294574","8"
"41.4123344","2.1700772","8"
"41.428529","2.1934694","8"
"41.4384257","2.0351222","8"
"41.3727476","2.1385877","8"
"41.4006383","2.1835727","8"
"41.3808449","2.1187943","8"
"41.3556533","2.1250922","8"
"41.4276293","2.1610802","8"
"41.4123344","2.1979679","8"
"41.4141338","2.2060652","8"
"41.3790455","2.137688","8"
"41.3043704","2.0774081","8"
"41.4258299","2.1799739","8"
"41.410535","2.1484844","8"
