"user_id","total_pictures"
"26108506@N03","47"
"68708348@N00","47"
"27159732@N00","47"
"50895962@N07","47"
"40337858@N00","47"
"28511993@N08","47"
"65389393@N00","47"
"7588948@N07","47"
"100142027@N04","47"
"51035677132@N01","47"
"87961435@N00","47"
"25217876@N02","47"
"31795238@N05","47"
"86284725@N00","46"
"25407966@N06","46"
"26777097@N03","46"
"16956768@N00","46"
"33646351@N04","46"
"8967379@N08","46"
"23378237@N08","46"
"58881263@N02","46"
"40351463@N00","46"
"48445523@N08","46"
"78536048@N00","46"
"9943564@N02","46"
"92872827@N00","46"
"70721148@N00","46"
"57678057@N08","46"
"23852794@N07","46"
"12681391@N03","46"
"80316899@N00","46"
"99979379@N00","46"
"57205312@N06","46"
"56971025@N07","46"
"92286025@N00","46"
"82436511@N00","46"
"36655799@N06","46"
"34576959@N03","46"
"98239918@N06","45"
"62641941@N00","45"
"12843895@N00","45"
"46398874@N00","45"
"90279449@N03","45"
"34397166@N00","45"
"55068938@N00","45"
"27458842@N00","45"
"7977011@N03","45"
"28795768@N07","45"
"37299590@N00","45"
"21759756@N02","45"
"18383978@N00","45"
"75328514@N00","45"
"24417856@N04","45"
"41549295@N08","45"
"8238823@N06","45"
"36880365@N08","45"
"46695600@N03","45"
"65768710@N00","44"
"11808165@N03","44"
"41688571@N00","44"
"88922543@N00","44"
"99761031@N00","44"
"88499020@N00","44"
"27986778@N05","44"
"81131278@N00","44"
"10912911@N04","44"
"23178876@N03","44"
"75297233@N00","44"
"22017657@N05","44"
"23196822@N00","44"
"13282784@N00","44"
"17579730@N00","44"
"25967667@N00","44"
"50038401@N02","44"
"85049343@N00","44"
"27614133@N00","44"
"66091014@N00","44"
"27927529@N00","44"
"93217070@N00","43"
"19762676@N00","43"
"35799012@N05","43"
"51314542@N03","43"
"39532791@N04","43"
"65689124@N00","43"
"94318878@N00","43"
"28624619@N00","43"
"28528680@N00","43"
"86117728@N00","43"
"30915119@N03","43"
"53048790@N08","43"
"15747815@N04","43"
"71759816@N00","43"
"26875202@N05","43"
"32085595@N03","43"
"59886024@N04","43"
"40911814@N03","43"
"7946624@N03","43"
"63666148@N00","43"
"36728476@N00","43"
"40494725@N00","43"
"64119933@N00","42"
"10585671@N00","42"
"12422456@N07","42"
"95273390@N05","42"
"38989255@N02","42"
"57785234@N00","42"
"74772012@N00","42"
"90175953@N00","42"
"27420179@N02","42"
"30206889@N00","42"
"32563803@N00","42"
"65491597@N06","42"
"85353067@N00","42"
"42672549@N00","42"
"51553049@N00","42"
"34025815@N00","42"
"97294106@N00","42"
"7461078@N03","42"
"9568359@N06","42"
"68089229@N06","42"
"57038784@N00","42"
"71588822@N08","42"
"21811454@N05","42"
"72887185@N00","42"
"51022556@N00","42"
"49503208420@N01","42"
"36665697@N05","41"
"41619721@N02","41"
"43676934@N06","41"
"74365371@N00","41"
"45493649@N00","41"
"24308868@N00","41"
"87857621@N00","41"
"47307160@N05","41"
"61495861@N00","41"
"87051210@N00","41"
"56801034@N02","41"
"75527798@N00","41"
"12503422@N07","41"
"97699563@N00","41"
"29965103@N05","41"
"22775522@N05","41"
"35468140055@N01","41"
"81223571@N00","41"
"54624226@N00","41"
"51999164@N00","41"
"26748153@N08","41"
"14728953@N08","41"
"58839887@N08","41"
"72049514@N00","41"
"32870098@N06","41"
"7664723@N05","40"
"23066310@N08","40"
"31813931@N03","40"
"27938532@N00","40"
"14837459@N00","40"
"29234880@N08","40"
"16910667@N08","40"
"45172196@N00","40"
"25220804@N08","40"
"53244388@N00","40"
"18115835@N00","40"
"90475107@N00","40"
"99843959@N00","40"
"20103404@N00","40"
"71403349@N00","40"
"73194085@N00","40"
"35268823@N02","40"
"39802787@N00","40"
"7627401@N05","40"
"97043032@N00","40"
"10102126@N06","40"
"96005110@N00","40"
"45345470@N06","40"
"50266601@N00","40"
"55463957@N02","40"
"59515035@N03","40"
"8974601@N03","40"
"56562542@N00","39"
"18307416@N00","39"
"16173632@N00","39"
"51530258@N06","39"
"72443198@N00","39"
"75315636@N00","39"
"93221896@N00","39"
"41725486@N08","39"
"28752281@N07","39"
"31911001@N00","39"
"79576579@N05","39"
"39219657@N04","39"
"81035303@N00","39"
"65207447@N00","39"
"81894727@N00","39"
"81415442@N00","39"
"8057454@N06","39"
"46799016@N03","39"
"98833136@N00","39"
"35246361@N08","39"
"22899342@N07","39"
"22464195@N07","39"
"58853173@N00","39"
"43622801@N08","39"
"24496557@N05","39"
"23098373@N05","39"
"29963616@N05","39"
"95195045@N00","39"
"62996552@N07","39"
"15974624@N00","39"
"20583344@N00","39"
"44291286@N06","39"
"45368669@N03","38"
"27998473@N02","38"
"57327119@N00","38"
"69244999@N08","38"
"84213418@N00","38"
"22506181@N08","38"
"47004101@N08","38"
"48368753@N04","38"
"68079029@N00","38"
"37996575799@N01","38"
"29241010@N00","38"
"85928975@N00","38"
"33200530@N04","38"
"25062265@N06","38"
"80596102@N00","38"
"35034362831@N01","38"
"44124401707@N01","38"
"49171396@N00","38"
"24843077@N05","38"
"82342386@N00","38"
"99211033@N00","37"
"60886372@N00","37"
"43563684@N06","37"
"30709753@N00","37"
"48071136@N00","37"
"31658968@N05","37"
"53255523@N00","37"
"36173089@N00","37"
"33278177@N00","37"
"51965921@N08","37"
"87466583@N00","37"
"44753204@N03","37"
"51574078@N07","37"
"30634014@N00","37"
"11200613@N07","37"
"31902638@N06","37"
"58441544@N00","37"
"61565855@N00","37"
"11840889@N08","37"
"40813689@N00","37"
"30421882@N02","37"
"86769587@N00","37"
"46627976@N00","37"
"94897357@N00","36"
"11095273@N00","36"
"31636945@N00","36"
"45090711@N05","36"
"10200903@N06","36"
"63335142@N00","36"
"27111753@N00","36"
"40712204@N08","36"
"88407623@N00","36"
"24708086@N07","36"
"7728954@N02","36"
"59271407@N00","36"
"34186246@N08","36"
"12783563@N00","36"
"75681760@N00","36"
"35468159752@N01","36"
"54367330@N00","36"
"63377133@N00","36"
"23848164@N06","36"
"89641456@N00","36"
"29624180@N04","36"
"78271777@N07","36"
"21103575@N04","36"
"22418992@N00","35"
"86533211@N00","35"
"59929637@N00","35"
"19897594@N00","35"
"42993412@N00","35"
"30468514@N00","35"
"79792862@N05","35"
"73162606@N00","35"
"41900181@N02","35"
"47344243@N03","35"
"59976622@N08","35"
"32280795@N07","35"
"95716700@N00","35"
"47748555@N00","35"
"32159439@N06","35"
"14495405@N00","35"
"14119507@N04","35"
"72042439@N00","35"
"31964246@N04","35"
"28866894@N02","35"
"66172503@N00","35"
"50112548@N02","35"
"47257441@N07","35"
"39680930@N05","35"
"67975068@N00","35"
"10179298@N07","34"
"25685833@N08","34"
"88183973@N00","34"
"11720841@N07","34"
"36209700@N02","34"
"16391511@N00","34"
"14175399@N00","34"
"65828667@N00","34"
"44124390461@N01","34"
"49202859@N04","34"
"77784956@N00","34"
"13368764@N03","34"
"34471377@N08","34"
"97469566@N00","34"
"79915553@N00","34"
"30052849@N07","34"
"12967457@N08","34"
"31419719@N00","34"
"75771631@N00","34"
"35034345541@N01","34"
"12247055@N00","34"
"35034364712@N01","34"
"25414270@N08","34"
"46653666@N00","34"
"40829174@N06","34"
"67702147@N00","34"
"12658277@N00","34"
"11146442@N00","34"
"24363893@N00","34"
"36461049@N00","34"
"72448202@N00","33"
"25159380@N00","33"
"73726418@N00","33"
"62280060@N03","33"
"33128593@N00","33"
"63179135@N07","33"
"99357189@N00","33"
"77339306@N00","33"
"7199043@N08","33"
"91791076@N04","33"
"16271433@N02","33"
"43354049@N00","33"
"37192868@N08","33"
"15389242@N00","33"
"95386687@N00","33"
"7315507@N07","33"
"14869313@N00","33"
"29598876@N04","33"
"71493554@N00","33"
"95529140@N05","33"
"30296805@N00","33"
"16245401@N00","33"
"87912923@N00","33"
"22218615@N00","33"
"75108295@N00","33"
"59606083@N00","33"
"28296578@N00","33"
"54435558@N02","32"
"68213612@N07","32"
"37068608@N00","32"
"22427530@N00","32"
"7193017@N07","32"
"64314369@N00","32"
"57986379@N08","32"
"19475163@N00","32"
"79587228@N07","32"
"89201179@N08","32"
"31552389@N06","32"
"40043162@N07","32"
"81275975@N00","32"
"69986813@N06","32"
"47298476@N00","32"
"63059270@N00","32"
"79349056@N00","32"
"52127105@N00","32"
"98881602@N00","32"
"7789261@N02","32"
"68298241@N08","32"
"30766403@N02","32"
"67802392@N00","32"
"94673177@N00","32"
"86276672@N00","32"
"25801780@N00","32"
"21133927@N05","32"
"10929438@N05","32"
"75705310@N00","32"
"58940329@N03","32"
"66367850@N00","32"
"28009614@N06","32"
"32147623@N00","32"
"22230840@N07","32"
"72686620@N04","31"
"71338899@N00","31"
"43742741@N07","31"
"68723985@N00","31"
"44129771@N05","31"
"44373968@N00","31"
"78337484@N00","31"
"58791504@N08","31"
"11121840@N00","31"
"96045892@N00","31"
"10157247@N08","31"
"16107284@N02","31"
"28616821@N00","31"
"59884432@N00","31"
"17306001@N00","31"
"48338172@N00","31"
"39746512@N05","31"
"7757672@N02","31"
"34427465677@N01","31"
"11327714@N00","31"
"30364433@N05","31"
"26487906@N00","31"
"34427470616@N01","31"
"38423001@N04","31"
"87901091@N00","31"
"26355061@N03","31"
"29561334@N04","31"
"72437837@N00","31"
"43024068@N00","31"
"16261194@N00","31"
"28045122@N07","31"
"42586489@N06","30"
"54115715@N02","30"
"28145073@N08","30"
"46467227@N05","30"
"57469827@N02","30"
"9434258@N06","30"
"22004453@N06","30"
"52233207@N04","30"
"20986956@N00","30"
"62716149@N00","30"
"70929875@N00","30"
"9426355@N03","30"
"9395506@N02","30"
"9989843@N07","30"
"12347303@N07","30"
"12651274@N02","30"
"49503175043@N01","30"
"67525143@N00","30"
"58514743@N07","30"
"72415167@N00","30"
"25197839@N00","30"
"67092006@N08","30"
"17663760@N00","30"
"19232773@N00","30"
"7626777@N02","30"
"14506152@N03","30"
"63284675@N00","30"
"98381303@N00","30"
"26654116@N04","30"
"32142711@N05","30"
"24771517@N04","30"
"11170366@N05","30"
"95963839@N07","30"
"90029322@N00","30"
"43538899@N00","30"
"101884347@N06","30"
"50403002@N00","30"
"11272809@N08","30"
"74244086@N00","30"
"31602223@N00","30"
"62152882@N00","29"
"57087695@N00","29"
"24036373@N04","29"
"52779076@N02","29"
"88907467@N00","29"
"8721940@N02","29"
"62186790@N05","29"
"35516567@N04","29"
"14957129@N04","29"
"77682801@N00","29"
"24098698@N05","29"
"84752760@N00","29"
"46164638@N03","29"
"20278374@N00","29"
"61286533@N00","29"
"54771164@N07","29"
"45658315@N00","29"
"14173192@N06","29"
"34052289@N06","29"
"80044566@N00","29"
"52206424@N00","29"
"12615522@N02","29"
"92363884@N00","29"
"29102639@N00","29"
"21479639@N08","29"
"36298222@N00","29"
"17505188@N06","29"
"55299332@N05","29"
"7993605@N03","29"
"85558707@N00","29"
"76421316@N00","29"
"40420178@N07","29"
"15477107@N04","29"
"55529988@N00","29"
"41131402@N00","29"
"18432246@N00","28"
"35464678@N00","28"
"37346774@N00","28"
"7209760@N05","28"
"9107938@N04","28"
"12195219@N02","28"
"90059084@N00","28"
"98103607@N00","28"
"77801846@N00","28"
"72746018@N00","28"
"11349639@N00","28"
"47344742@N06","28"
"44888836@N07","28"
"42714202@N00","28"
"83133884@N00","28"
"41785120@N00","28"
"7342405@N08","28"
"97189192@N00","28"
"22362308@N04","28"
"20736430@N00","28"
"28851385@N00","28"
"30675761@N00","28"
"50970382@N04","28"
"36940641@N04","28"
"40091345@N05","28"
"49264280@N02","28"
"8060974@N02","28"
"54752966@N06","28"
"95033136@N00","28"
"21723032@N08","28"
"20587560@N00","28"
"75327420@N00","28"
"47134971@N00","28"
"10414249@N08","28"
"117990853@N05","28"
"66522325@N00","28"
"42102924@N02","28"
"14993789@N05","28"
"82161933@N04","28"
"37718182@N00","28"
"47489771@N00","28"
"32515507@N08","28"
"75796607@N00","28"
"44124398982@N01","28"
"50830215@N04","28"
"77358184@N00","28"
"40280222@N07","27"
"45014411@N00","27"
"26958624@N07","27"
"16481055@N06","27"
"11560058@N06","27"
"8853038@N04","27"
"29795849@N00","27"
"10482493@N05","27"
"8189058@N07","27"
"13377846@N08","27"
"10536337@N06","27"
"25797798@N07","27"
"72575281@N00","27"
"25448201@N02","27"
"59269699@N08","27"
"27303150@N05","27"
"19907278@N00","27"
"29502524@N05","27"
"90478868@N00","27"
"30021894@N06","27"
"32316075@N00","27"
"24838639@N00","27"
"23061408@N04","27"
"21600077@N06","27"
"31778637@N00","27"
"28638766@N00","27"
"95129700@N00","27"
"97747218@N00","27"
"43392402@N00","27"
"64587498@N03","27"
"53559370@N05","27"
"9187590@N04","27"
"91241612@N00","27"
"47218637@N00","27"
"96301288@N00","27"
"22446259@N04","27"
"21346470@N00","27"
"40323713@N00","27"
"8868875@N03","27"
"13687299@N04","27"
"45883426@N04","27"
"66458073@N00","27"
"41683013@N00","27"
"28934258@N07","27"
"47041059@N02","27"
"54074064@N03","27"
"21353230@N00","27"
"90688689@N03","27"
"66705926@N00","27"
"94056408@N00","27"
"41283841@N08","27"
"29235923@N08","27"
"11342253@N00","27"
"28953876@N04","27"
"46409924@N03","26"
"9593856@N04","26"
"24869438@N00","26"
"83679460@N00","26"
"36431944@N03","26"
"19615327@N00","26"
"53531895@N08","26"
"43789746@N04","26"
"85401279@N04","26"
"47478276@N07","26"
"56153908@N00","26"
"7706223@N02","26"
"20983945@N00","26"
"18645779@N00","26"
"70274340@N00","26"
"67529668@N07","26"
"39700790@N07","26"
"79826145@N00","26"
"82189716@N00","26"
"59298735@N00","26"
"49432141@N00","26"
"75442750@N00","26"
"60051555@N00","26"
"99547538@N00","26"
"84147801@N00","26"
"10982500@N03","26"
"7184245@N06","26"
"50037840@N02","26"
"9123577@N06","26"
"12364630@N00","26"
"62681247@N00","26"
"53199533@N07","26"
"69328238@N00","26"
"31226641@N00","26"
"53907646@N00","26"
"61208145@N03","26"
"96142817@N03","26"
"37137312@N00","26"
"21054316@N00","26"
"13897419@N02","26"
"7117101@N05","26"
"47047499@N04","26"
"31991771@N00","26"
"56335302@N00","26"
"25525913@N00","26"
"53657306@N05","26"
"26142376@N08","26"
"7500409@N06","26"
"27331180@N05","25"
"7584430@N03","25"
"44124425342@N01","25"
"89268244@N00","25"
"83504311@N00","25"
"21862224@N00","25"
"77752579@N00","25"
"72612206@N00","25"
"45148461@N02","25"
"13824629@N00","25"
"90995519@N05","25"
"10033320@N00","25"
"9476051@N03","25"
"77725780@N00","25"
"28944578@N07","25"
"24046556@N04","25"
"91471930@N00","25"
"91711653@N00","25"
"21531446@N05","25"
"27551476@N00","25"
"41957314@N03","25"
"46425404@N06","25"
"25339947@N02","25"
"51035803024@N01","25"
"77744839@N00","25"
"51317907@N02","25"
"33143388@N04","25"
"14657386@N08","25"
"16115157@N00","25"
"69598469@N00","25"
"35473168@N00","25"
"9467735@N07","25"
"65692143@N00","25"
"67178978@N00","25"
"39739891@N05","25"
"27496161@N06","25"
"13879753@N07","25"
"78078870@N00","25"
"27408144@N07","25"
"65053957@N00","25"
"12391203@N04","25"
"97119703@N00","25"
"25445119@N05","24"
"25678532@N02","24"
"99385068@N00","24"
"25828087@N05","24"
"11959410@N00","24"
"43726999@N06","24"
"83293103@N00","24"
"29584802@N00","24"
"55501300@N00","24"
"60038918@N00","24"
"96488378@N04","24"
"76187282@N00","24"
"96125596@N06","24"
"57591663@N00","24"
"37291156@N07","24"
"27524588@N08","24"
"47279708@N04","24"
"20113193@N00","24"
"9728593@N03","24"
"63488671@N00","24"
"21295595@N08","24"
"99155568@N00","24"
"51609857@N00","24"
"7525438@N05","24"
"70132352@N00","24"
"45457437@N00","24"
"27484299@N00","24"
"42008942@N04","24"
"42765254@N04","24"
"27494500@N08","24"
"72744226@N00","24"
"62346494@N06","24"
"66474562@N00","24"
"81243831@N00","24"
"35034356424@N01","24"
"47642109@N04","24"
"70626035@N00","24"
"54030959@N08","24"
"39052554@N00","24"
"27725811@N03","24"
"37242214@N07","24"
"77971972@N00","24"
"8609844@N06","24"
"74809830@N00","24"
"66127949@N00","24"
"7573447@N05","24"
"14652085@N06","24"
"31964863@N03","24"
"35775623@N00","24"
"72324736@N00","24"
"37114960@N00","24"
"11167147@N03","23"
"47433415@N00","23"
"50902562@N00","23"
"34457754@N00","23"
"68947143@N00","23"
"112487636@N05","23"
"70317244@N00","23"
"23049161@N02","23"
"41271844@N00","23"
"35589885@N00","23"
"21283177@N00","23"
"86176561@N00","23"
"88289271@N00","23"
"94537838@N00","23"
"69811853@N00","23"
"86832359@N00","23"
"33726063@N00","23"
"68104254@N04","23"
"11125094@N03","23"
"66014239@N00","23"
"40164866@N00","23"
"24810732@N08","23"
"10873717@N04","23"
"57733059@N02","23"
"12982212@N08","23"
"98683612@N00","23"
"7257939@N07","23"
"41204230@N00","23"
"37301172@N00","23"
"36167875@N08","23"
"54046843@N06","23"
"24862929@N02","23"
"22721239@N03","23"
"43302776@N00","23"
"82289802@N00","23"
"46864132@N00","23"
"54243731@N08","23"
"10774420@N00","22"
"77113616@N00","22"
"54689415@N00","22"
"58542446@N00","22"
"58499794@N06","22"
"33251088@N03","22"
"54544400@N00","22"
"37998051@N00","22"
"17429239@N00","22"
"24881589@N03","22"
"8652782@N04","22"
"84489055@N00","22"
"37645569@N08","22"
"26905239@N08","22"
"21581593@N00","22"
"49467596@N00","22"
"95103456@N03","22"
"39126805@N07","22"
"54652150@N07","22"
"64651023@N00","22"
"30052631@N05","22"
"13711489@N00","22"
"76222606@N03","22"
"96715850@N08","22"
"9769664@N04","22"
"37998627@N05","22"
"8973304@N05","22"
"42722066@N08","22"
"81249623@N00","22"
"52122658@N00","22"
"22513019@N04","22"
"30430582@N04","22"
"13572413@N05","22"
"30072687@N04","22"
"15356525@N00","22"
"26642146@N04","22"
"7455207@N05","22"
"78287091@N00","22"
"87415189@N04","22"
"48269523@N02","22"
"88177041@N00","22"
"26686889@N04","22"
"13234156@N03","22"
"73405525@N00","22"
"22718707@N06","22"
"56239200@N00","22"
"98245622@N00","22"
"10625715@N05","22"
"11773894@N06","22"
"91859523@N00","22"
"73813471@N00","22"
"23454299@N02","22"
"63024306@N03","22"
"81471753@N00","22"
"49839168@N00","22"
"10394474@N03","22"
"85516028@N00","22"
"42536700@N00","22"
"51035812521@N01","22"
"60644997@N03","22"
"11043415@N07","22"
"20715973@N00","22"
"46542703@N07","22"
"98151956@N08","22"
"82187889@N00","21"
"80487073@N00","21"
"96811126@N00","21"
"98585832@N00","21"
"7276607@N07","21"
"8062426@N04","21"
"83215888@N00","21"
"46598604@N06","21"
"65655775@N02","21"
"45458521@N00","21"
"25296709@N08","21"
"30391546@N02","21"
"34168709@N00","21"
"26472148@N00","21"
"17594319@N00","21"
"73371655@N00","21"
"11686967@N07","21"
"38709469@N08","21"
"61955637@N00","21"
"83989710@N00","21"
"78235800@N00","21"
"31960189@N08","21"
"53472606@N00","21"
"54641556@N05","21"
"24389752@N08","21"
"35034348080@N01","21"
"34736908@N05","21"
"73996736@N00","21"
"32505498@N00","21"
"10885351@N05","21"
"20076333@N00","21"
"66018000@N07","21"
"89002572@N00","21"
"13453737@N00","21"
"48389335@N00","21"
"69527882@N08","21"
"24966598@N07","21"
"33161264@N00","21"
"83737313@N00","21"
"24133559@N00","21"
"69294403@N06","21"
"63793224@N00","21"
"89817843@N00","21"
"27844104@N00","21"
"76917657@N00","21"
"11112371@N03","21"
"67471048@N00","21"
"8119055@N06","21"
"8503026@N04","21"
"28528041@N05","21"
"35034363763@N01","21"
"16425649@N00","21"
"37203256@N04","21"
"50168248@N00","21"
"13043524@N05","21"
"51095320@N00","21"
"37482666@N02","21"
"32880410@N08","21"
"60081590@N04","21"
"73161385@N00","20"
"43335794@N03","20"
"48122350@N04","20"
"23277160@N04","20"
"97211123@N00","20"
"42424561@N00","20"
"49503114584@N01","20"
"53804656@N02","20"
"22673622@N06","20"
"12570993@N06","20"
"84916450@N00","20"
"32897670@N00","20"
"63872291@N05","20"
"88624144@N00","20"
"7977981@N06","20"
"92947961@N06","20"
"94325254@N00","20"
"26165197@N00","20"
"15467186@N00","20"
"63406370@N06","20"
"57959635@N04","20"
"79893088@N00","20"
"12225082@N05","20"
"40085288@N07","20"
"43965754@N03","20"
"91568486@N00","20"
"71158601@N00","20"
"27284166@N07","20"
"13276540@N00","20"
"21139909@N06","20"
"36964870@N00","20"
"35159404@N05","20"
"68174958@N03","20"
"38239868@N00","20"
"35003991@N03","20"
"30267702@N04","20"
"93897327@N00","20"
"55758202@N00","20"
"88172461@N00","20"
"17177260@N00","20"
"64546949@N00","20"
"10155443@N00","20"
"42962212@N00","20"
"13102974@N00","20"
"51350151@N06","20"
"60553817@N00","20"
"51223760@N00","20"
"38055563@N03","20"
"11731004@N08","20"
"38126735@N00","20"
"66800892@N07","20"
"63962345@N00","19"
"84231294@N00","19"
"35027191@N06","19"
"21817097@N04","19"
"89456253@N00","19"
"44460806@N06","19"
"43233632@N00","19"
"34404257@N00","19"
"67074622@N00","19"
"78461351@N00","19"
"29807111@N07","19"
"13363930@N00","19"
"58501465@N06","19"
"40792678@N00","19"
"7669335@N06","19"
"28640178@N05","19"
"54426622@N08","19"
"88411931@N00","19"
"72047948@N00","19"
"85169164@N00","19"
"11992741@N07","19"
"14069557@N03","19"
"23539578@N06","19"
"12923387@N06","19"
"19368712@N00","19"
"17012490@N00","19"
"32730371@N04","19"
"64017146@N03","19"
"45856050@N00","19"
"53043477@N00","19"
"23116277@N07","19"
"73857619@N00","19"
"22274833@N00","19"
"20038130@N00","19"
"28575375@N02","19"
"29131777@N03","19"
"96779893@N04","19"
"56028440@N05","19"
"67662537@N00","19"
"86794222@N00","19"
"71858648@N00","19"
"72012593@N00","19"
"44126537@N00","19"
"7220427@N06","19"
"29667731@N08","19"
"78947864@N02","19"
"24645811@N04","19"
"34830259@N03","19"
"74626133@N00","19"
"88285004@N00","19"
"45756179@N03","19"
"8697700@N03","19"
"51378257@N00","19"
"16518311@N00","19"
"85155271@N00","19"
"47671367@N08","19"
"43697911@N00","19"
"12776317@N06","19"
"44984321@N00","19"
"42151623@N00","19"
"42907325@N00","19"
"7150832@N06","19"
"21306904@N04","19"
"9236672@N08","19"
"83225692@N00","19"
"73601942@N00","19"
"18276635@N00","19"
"21209040@N02","19"
"75324750@N08","19"
"80046127@N00","19"
"17537227@N00","18"
"20195637@N00","18"
"14682976@N04","18"
"37088519@N00","18"
"60743187@N08","18"
"35468159247@N01","18"
"14729350@N03","18"
"51035761755@N01","18"
"52048121@N04","18"
"78122957@N00","18"
"10468316@N06","18"
"72946060@N00","18"
"46162062@N00","18"
"58021316@N00","18"
"63755253@N08","18"
"58528295@N00","18"
"26054883@N00","18"
"61411431@N00","18"
"32293500@N05","18"
"83456132@N00","18"
"66634431@N00","18"
"65179702@N00","18"
"31932220@N04","18"
"17984899@N00","18"
"25182210@N07","18"
"7663953@N05","18"
"38660703@N03","18"
"99677679@N00","18"
"36667927@N03","18"
"53942696@N06","18"
"44124290879@N01","18"
"51502166@N03","18"
"52161059@N00","18"
"40732566019@N01","18"
"48058790@N04","18"
"51035751904@N01","18"
"21656645@N06","18"
"23588110@N02","18"
"73342265@N07","18"
"46945036@N06","18"
"53002616@N00","18"
"9505909@N05","18"
"63448514@N03","18"
"33073372@N00","18"
"45530155@N08","18"
"14702314@N00","18"
"52928371@N00","18"
"51153166@N00","18"
"77136818@N00","18"
"61139301@N00","18"
"26068964@N08","18"
"64674465@N00","18"
"27195496@N00","18"
"11751831@N00","18"
"18303308@N00","18"
"28120134@N06","18"
"58934841@N02","18"
"39307685@N04","18"
"84666503@N00","18"
"90647143@N00","18"
"90107296@N00","18"
"84239184@N06","18"
"93376778@N00","18"
"87601936@N00","18"
"42001001@N05","18"
"74013725@N07","18"
"95998286@N00","18"
"26025697@N08","18"
"26643388@N08","18"
"88725863@N00","18"
"30601258@N03","18"
"79242906@N07","17"
"29001024@N02","17"
"52221730@N00","17"
"78668181@N06","17"
"83555001@N00","17"
"23125412@N00","17"
"13353567@N06","17"
"40920922@N07","17"
"117894498@N03","17"
"69757796@N06","17"
"25268227@N04","17"
"67525885@N00","17"
"32839928@N02","17"
"70408381@N00","17"
"37218967@N00","17"
"62929416@N00","17"
"52130358@N06","17"
"47289076@N00","17"
"62739433@N00","17"
"82412965@N00","17"
"34164097@N02","17"
"74622002@N00","17"
"55846234@N05","17"
"40136918@N05","17"
"75408638@N00","17"
"68979377@N00","17"
"32262590@N03","17"
"24552579@N08","17"
"38606386@N02","17"
"48453305@N00","17"
"36521981990@N01","17"
"10671162@N00","17"
"28820833@N03","17"
"81412311@N00","17"
"47924539@N05","17"
"15911882@N02","17"
"64117994@N04","17"
"10038039@N00","17"
"47954500@N06","17"
"31512354@N00","17"
"78517149@N00","17"
"26079978@N07","17"
"32984302@N05","17"
"10774919@N08","17"
"50317421@N00","17"
"21532476@N00","17"
"40729822@N00","17"
"49376309@N04","17"
"58404242@N00","17"
"48972005@N03","17"
"12036191@N00","17"
"87106931@N00","17"
"47013221@N00","17"
"10019779@N00","17"
"24271117@N00","17"
"81669195@N00","17"
"15687576@N00","17"
"59531621@N06","17"
"10553987@N02","17"
"16420085@N05","17"
"12567117@N02","17"
"36362496@N02","17"
"37461569@N00","17"
"96893632@N07","17"
"25738804@N05","17"
"66970266@N07","17"
"22343004@N08","17"
"36764207@N02","17"
"27700701@N06","17"
"95088798@N00","17"
"56484299@N05","16"
"64069240@N00","16"
"66228328@N00","16"
"49042115@N03","16"
"30689888@N04","16"
"7348497@N03","16"
"51035792141@N01","16"
"43827735@N00","16"
"22162338@N07","16"
"73232589@N00","16"
"31353185@N00","16"
"47175594@N03","16"
"36325147@N03","16"
"74074082@N00","16"
"34589965@N00","16"
"30475040@N06","16"
"61051254@N00","16"
"48734555@N00","16"
"21508313@N06","16"
"12235616@N02","16"
"7708496@N05","16"
"31153174@N00","16"
"22498736@N00","16"
"9147703@N03","16"
"91242112@N00","16"
"21863745@N03","16"
"61653098@N03","16"
"61025893@N00","16"
"11376310@N00","16"
"35492114@N07","16"
"34297642@N05","16"
"14585676@N00","16"
"36516194@N02","16"
"68924180@N00","16"
"87711413@N00","16"
"52627564@N00","16"
"8886835@N05","16"
"20661330@N00","16"
"28317151@N06","16"
"81563726@N03","16"
"24404258@N04","16"
"8201903@N06","16"
"88819329@N00","16"
"28242862@N00","16"
"8253450@N03","16"
"63131513@N00","16"
"38842543@N00","16"
"11036650@N00","16"
"39868835@N00","16"
"84083809@N00","16"
"80283612@N00","16"
"64368649@N00","16"
"41556154@N06","16"
"9080585@N05","16"
"21200285@N03","16"
"76899640@N00","16"
"88901594@N00","16"
"27008470@N00","16"
"84636483@N00","16"
"40179518@N05","16"
"26805167@N00","16"
"30478907@N06","16"
"49503207397@N01","16"
"50509003@N00","16"
"13018342@N03","16"
"50553647@N00","16"
"45234465@N08","16"
"64669213@N02","16"
"50234978@N00","16"
"93726493@N00","16"
"39308928@N06","16"
"8093899@N02","16"
"94626993@N02","16"
"73556205@N00","16"
"7726266@N03","16"
"37996580043@N01","16"
"44489330@N00","15"
"51004712@N08","15"
"7941044@N06","15"
"27802592@N02","15"
"57270664@N03","15"
"77410038@N04","15"
"47818541@N00","15"
"18902635@N00","15"
"94125525@N00","15"
"21421210@N04","15"
"12389767@N04","15"
"93249311@N08","15"
"48234367@N00","15"
"41497660@N00","15"
"25215713@N07","15"
"13408321@N00","15"
"70438552@N08","15"
"59186812@N03","15"
"30246256@N07","15"
"84547986@N00","15"
"45116084@N02","15"
"44124363356@N01","15"
"77806245@N00","15"
"25460648@N06","15"
"7403456@N06","15"
"44228530@N00","15"
"10653408@N00","15"
"51691625@N04","15"
"76163812@N00","15"
"33818912@N00","15"
"75595126@N00","15"
